	Photo Date	Lat	Lon	Geographic Name	Features Identified Manually	Focal Length (mm)	Features Identified by Machine Learning	Record Type
ISS061-E-35634	20191108	40.4	-1.2			50	PAN-	Not Cataloged
ISS061-E-35635	20191108	40.4	-1.2			50	PAN-	Not Cataloged
ISS061-E-35636	20191108	40.4	-1.2			50	PAN-	Not Cataloged
ISS061-E-35637	20191108	40.5	-1.1			50	PAN-	Not Cataloged
ISS061-E-35638	20191108	40.5	-1.1			50	PAN-	Not Cataloged
ISS061-E-35639	20191108	40.5	-1.0			50	PAN-	Not Cataloged
ISS061-E-35640	20191108	40.5	-1.0			50	PAN-	Not Cataloged
ISS061-E-35641	20191108	40.5	-1.0			50	PAN-	Not Cataloged
ISS061-E-35642	20191108	40.5	-1.0			50	PAN-	Not Cataloged
ISS061-E-35643	20191108	40.6	-.9			50	PAN-	Not Cataloged
ISS061-E-35644	20191108	40.6	-.9			50	PAN-	Not Cataloged
ISS061-E-35645	20191108	40.6	-.9			50	PAN-	Not Cataloged
ISS061-E-35646	20191108	40.6	-.9			50	PAN-	Not Cataloged
ISS061-E-35647	20191108	40.6	-.8			50	PAN-	Not Cataloged
ISS061-E-35648	20191108	40.6	-.8			50	PAN-	Not Cataloged
ISS061-E-35649	20191108	40.7	-.7			50	PAN-	Not Cataloged
ISS061-E-35650	20191108	40.7	-.7			50	PAN-	Not Cataloged
ISS061-E-35651	20191108	40.7	-.7			50	PAN-	Not Cataloged
ISS061-E-35652	20191108	40.7	-.7			50	PAN-	Not Cataloged
ISS061-E-35653	20191108	40.8	-.6			50	PAN-	Not Cataloged
ISS061-E-35654	20191108	40.8	-.6			50	PAN-	Not Cataloged
ISS061-E-35655	20191108	40.8	-.5			50	PAN-	Not Cataloged
ISS061-E-35656	20191108	40.8	-.5			50	PAN-	Not Cataloged
ISS061-E-35657	20191108	40.8	-.5			50	PAN-	Not Cataloged
ISS061-E-35658	20191108	40.8	-.5			50	PAN-	Not Cataloged
ISS061-E-35659	20191108	40.9	-.4			50	PAN-	Not Cataloged
ISS061-E-35660	20191108	40.9	-.4			50	PAN-	Not Cataloged
ISS061-E-35661	20191108	40.9	-.3			50	PAN-	Not Cataloged
ISS061-E-35662	20191108	40.9	-.3			50	PAN-	Not Cataloged
ISS061-E-35663	20191108	40.9	-.3			50	PAN-	Not Cataloged
ISS061-E-35664	20191108	40.9	-.3			50	PAN-	Not Cataloged
ISS061-E-35665	20191108	41.0	-.2			50	PAN-	Not Cataloged
ISS061-E-35666	20191108	41.0	-.2			50	PAN-	Not Cataloged
ISS061-E-35667	20191108	41.0	-.1			50	PAN-	Not Cataloged
ISS061-E-35668	20191108	41.0	-.1			50	PAN-	Not Cataloged
ISS061-E-35669	20191108	41.1	-.1			50	PAN-	Not Cataloged
ISS061-E-35670	20191108	41.1	-.1			50	PAN-	Not Cataloged
ISS061-E-35671	20191108	41.1	.0			50	PAN-	Not Cataloged
ISS061-E-35672	20191108	41.1	.0			50	PAN-	Not Cataloged
ISS061-E-35673	20191108	41.1	.1			50	PAN-	Not Cataloged
ISS061-E-35674	20191108	41.1	.1			50	PAN-	Not Cataloged
ISS061-E-35675	20191108	41.2	.1			50	PAN-	Not Cataloged
ISS061-E-35676	20191108	41.2	.1			50	PAN-	Not Cataloged
ISS061-E-35677	20191108	41.2	.2			50	PAN-	Not Cataloged
ISS061-E-35678	20191108	41.2	.2			50	PAN-	Not Cataloged
ISS061-E-35679	20191108	41.2	.3			50	PAN-	Not Cataloged
ISS061-E-35680	20191108	41.2	.3			50	PAN-	Not Cataloged
ISS061-E-35681	20191108	41.3	.3			50	PAN-	Not Cataloged
ISS061-E-35682	20191108	41.3	.3			50	PAN-	Not Cataloged
ISS061-E-35683	20191108	41.3	.4			50	PAN-	Not Cataloged
ISS061-E-35684	20191108	41.3	.4			50	PAN-	Not Cataloged
ISS061-E-35685	20191108	41.3	.5			50	PAN-	Not Cataloged
ISS061-E-35686	20191108	41.3	.5			50		Not Cataloged
ISS061-E-35687	20191108	41.4	.5			50	PAN-	Not Cataloged
ISS061-E-35688	20191108	41.4	.5			50	PAN-	Not Cataloged
ISS061-E-35689	20191108	41.4	.6			50	PAN-	Not Cataloged
ISS061-E-35690	20191108	41.4	.6			50	PAN-	Not Cataloged
ISS061-E-35691	20191108	41.5	.7			50	PAN-	Not Cataloged
ISS061-E-35692	20191108	41.5	.7			50	PAN-	Not Cataloged
ISS061-E-35693	20191108	41.5	.7			50	PAN-	Not Cataloged
ISS061-E-35694	20191108	41.5	.7			50	PAN-	Not Cataloged
ISS061-E-35695	20191108	41.5	.8			50		Not Cataloged
ISS061-E-35696	20191108	41.5	.8			50	PAN-	Not Cataloged
ISS061-E-35697	20191108	41.6	.9			50		Not Cataloged
ISS061-E-35698	20191108	41.6	.9			50		Not Cataloged
ISS061-E-35699	20191108	41.6	.9			50		Not Cataloged
ISS061-E-35700	20191108	41.6	.9			50		Not Cataloged
ISS061-E-35701	20191108	41.6	1.0			50		Not Cataloged
ISS061-E-35702	20191108	41.6	1.0			50		Not Cataloged
ISS061-E-35703	20191108	41.7	1.1			50		Not Cataloged
ISS061-E-35704	20191108	41.7	1.1			50		Not Cataloged
ISS061-E-35705	20191108	41.7	1.1			50		Not Cataloged
ISS061-E-35706	20191108	41.7	1.1			50		Not Cataloged
ISS061-E-35707	20191108	41.7	1.2			50		Not Cataloged
ISS061-E-35708	20191108	41.7	1.2			50		Not Cataloged
ISS061-E-35709	20191108	41.8	1.3			50		Not Cataloged
ISS061-E-35710	20191108	41.8	1.3			50		Not Cataloged
ISS061-E-35711	20191108	41.8	1.3			50		Not Cataloged
ISS061-E-35712	20191108	41.8	1.3			50		Not Cataloged
ISS061-E-35713	20191108	41.9	1.4			50		Not Cataloged
ISS061-E-35714	20191108	41.9	1.4			50		Not Cataloged
ISS061-E-35715	20191108	41.9	1.5			50		Not Cataloged
ISS061-E-35716	20191108	41.9	1.5			50		Not Cataloged
ISS061-E-35717	20191108	41.9	1.5			50		Not Cataloged
ISS061-E-35718	20191108	41.9	1.5			50		Not Cataloged
ISS061-E-35719	20191108	42.0	1.6			50		Not Cataloged
ISS061-E-35720	20191108	42.0	1.6			50		Not Cataloged
ISS061-E-35721	20191108	42.0	1.7			50		Not Cataloged
ISS061-E-35722	20191108	42.0	1.7			50		Not Cataloged
ISS061-E-35723	20191108	42.0	1.7			50		Not Cataloged
ISS061-E-35724	20191108	42.0	1.7			50		Not Cataloged
ISS061-E-35725	20191108	42.1	1.8			50		Not Cataloged
ISS061-E-35726	20191108	42.1	1.8			50		Not Cataloged
ISS061-E-35727	20191108	42.1	1.9			50		Not Cataloged
ISS061-E-35728	20191108	42.1	1.9			50		Not Cataloged
ISS061-E-35729	20191108	42.1	1.9			50		Not Cataloged
ISS061-E-35730	20191108	42.1	1.9			50		Not Cataloged
ISS061-E-35731	20191108	42.2	2.0			50		Not Cataloged
ISS061-E-35732	20191108	42.2	2.0			50		Not Cataloged
ISS061-E-35733	20191108	42.2	2.1			50		Not Cataloged
ISS061-E-35734	20191108	42.2	2.1			50		Not Cataloged
ISS061-E-35735	20191108	42.2	2.2			50		Not Cataloged
ISS061-E-35736	20191108	42.2	2.2			50		Not Cataloged
ISS061-E-35737	20191108	42.3	2.2			50		Not Cataloged
ISS061-E-35738	20191108	42.3	2.2			50		Not Cataloged
ISS061-E-35739	20191108	42.3	2.3			50		Not Cataloged
ISS061-E-35740	20191108	42.3	2.3			50		Not Cataloged
ISS061-E-35741	20191108	42.4	2.4			50		Not Cataloged
ISS061-E-35742	20191108	42.4	2.4			50		Not Cataloged
ISS061-E-35743	20191108	42.4	2.4			50		Not Cataloged
ISS061-E-35744	20191108	42.4	2.4			50		Not Cataloged
ISS061-E-35745	20191108	42.4	2.5			50		Not Cataloged
ISS061-E-35746	20191108	42.4	2.5			50		Not Cataloged
ISS061-E-35747	20191108	42.5	2.6			50		Not Cataloged
ISS061-E-35748	20191108	42.5	2.6			50		Not Cataloged
ISS061-E-35749	20191108	42.5	2.6			50		Not Cataloged
ISS061-E-35750	20191108	42.5	2.6			50		Not Cataloged
ISS061-E-35751	20191108	42.5	2.7			50		Not Cataloged
ISS061-E-35752	20191108	42.5	2.7			50		Not Cataloged
ISS061-E-35753	20191108	42.6	2.8			50		Not Cataloged
ISS061-E-35754	20191108	42.6	2.8			50		Not Cataloged
ISS061-E-35755	20191108	42.6	2.8			50		Not Cataloged
ISS061-E-35756	20191108	42.6	2.8			50		Not Cataloged
ISS061-E-35757	20191108	42.6	2.9			50		Not Cataloged
ISS061-E-35758	20191108	42.6	2.9			50		Not Cataloged
ISS061-E-35759	20191108	42.7	3.0			50		Not Cataloged
ISS061-E-35760	20191108	42.7	3.0			50		Not Cataloged
ISS061-E-35761	20191108	42.7	3.1			50		Not Cataloged
ISS061-E-35762	20191108	42.7	3.1			50		Not Cataloged
ISS061-E-35763	20191108	42.7	3.1			50		Not Cataloged
ISS061-E-35764	20191108	42.7	3.1			50		Not Cataloged
ISS061-E-35765	20191108	42.8	3.2			50		Not Cataloged
ISS061-E-35766	20191108	42.8	3.2			50		Not Cataloged
ISS061-E-35767	20191108	42.8	3.3			50		Not Cataloged
ISS061-E-35768	20191108	42.8	3.3			50		Not Cataloged
ISS061-E-35769	20191108	42.8	3.3			50		Not Cataloged
ISS061-E-35770	20191108	42.8	3.3			50		Not Cataloged
ISS061-E-35771	20191108	42.9	3.4			50		Not Cataloged
ISS061-E-35772	20191108	42.9	3.4			50		Not Cataloged
ISS061-E-35773	20191108	42.9	3.5			50		Not Cataloged
ISS061-E-35774	20191108	42.9	3.5			50		Not Cataloged
ISS061-E-35775	20191108	42.9	3.5			50		Not Cataloged
ISS061-E-35776	20191108	42.9	3.5			50		Not Cataloged
ISS061-E-35777	20191108	43.0	3.6			50		Not Cataloged
ISS061-E-35778	20191108	43.0	3.6			50		Not Cataloged
ISS061-E-35779	20191108	43.0	3.7			50		Not Cataloged
ISS061-E-35780	20191108	43.0	3.7			50		Not Cataloged
ISS061-E-35781	20191108	43.1	3.8			50		Not Cataloged
ISS061-E-35782	20191108	43.1	3.8			50		Not Cataloged
ISS061-E-35783	20191108	43.1	3.8			50		Not Cataloged
ISS061-E-35784	20191108	43.1	3.8			50		Not Cataloged
ISS061-E-35785	20191108	43.1	3.9			50		Not Cataloged
ISS061-E-35786	20191108	43.1	3.9			50		Not Cataloged
ISS061-E-35787	20191108	43.2	4.0			50		Not Cataloged
ISS061-E-35788	20191108	43.2	4.0			50		Not Cataloged
ISS061-E-35789	20191108	43.2	4.0			50		Not Cataloged
ISS061-E-35790	20191108	43.2	4.0			50		Not Cataloged
ISS061-E-35791	20191108	43.2	4.1			50		Not Cataloged
ISS061-E-35792	20191108	43.2	4.1			50		Not Cataloged
ISS061-E-35793	20191108	43.3	4.2			50		Not Cataloged
ISS061-E-35794	20191108	43.3	4.2			50		Not Cataloged
ISS061-E-35795	20191108	43.3	4.2			50		Not Cataloged
ISS061-E-35796	20191108	43.3	4.2			50		Not Cataloged
ISS061-E-35797	20191108	43.3	4.3			50		Not Cataloged
ISS061-E-35798	20191108	43.3	4.3			50		Not Cataloged
ISS061-E-35799	20191108	43.4	4.4			50		Not Cataloged
ISS061-E-35800	20191108	43.4	4.4			50		Not Cataloged
ISS061-E-35801	20191108	43.4	4.5			50		Not Cataloged
ISS061-E-35802	20191108	43.4	4.5			50		Not Cataloged
ISS061-E-35803	20191108	43.4	4.5			50		Not Cataloged
ISS061-E-35804	20191108	43.4	4.5			50		Not Cataloged
ISS061-E-35805	20191108	43.5	4.6			50		Not Cataloged
ISS061-E-35806	20191108	43.5	4.6			50		Not Cataloged
ISS061-E-35807	20191108	43.5	4.7			50		Not Cataloged
ISS061-E-35808	20191108	43.5	4.7			50		Not Cataloged
ISS061-E-35809	20191108	43.5	4.7			50		Not Cataloged
ISS061-E-35810	20191108	43.5	4.7			50		Not Cataloged
ISS061-E-35811	20191108	43.6	4.8			50		Not Cataloged
ISS061-E-35812	20191108	43.6	4.8			50		Not Cataloged
ISS061-E-35813	20191108	43.6	4.9			50		Not Cataloged
ISS061-E-35814	20191108	43.6	4.9			50		Not Cataloged
ISS061-E-35815	20191108	43.6	5.0			50		Not Cataloged
ISS061-E-35816	20191108	43.6	5.0			50		Not Cataloged
ISS061-E-35817	20191108	43.7	5.0			50		Not Cataloged
ISS061-E-35818	20191108	43.7	5.0			50		Not Cataloged
ISS061-E-35819	20191108	43.7	5.1			50		Not Cataloged
ISS061-E-35820	20191108	43.7	5.1			50		Not Cataloged
ISS061-E-35821	20191108	43.7	5.2			50		Not Cataloged
ISS061-E-35822	20191108	43.7	5.2			50		Not Cataloged
ISS061-E-35823	20191108	43.8	5.3			50		Not Cataloged
ISS061-E-35824	20191108	43.8	5.3			50		Not Cataloged
ISS061-E-35825	20191108	43.8	5.3			50		Not Cataloged
ISS061-E-35826	20191108	43.8	5.3			50		Not Cataloged
ISS061-E-35827	20191108	43.8	5.4			50		Not Cataloged
ISS061-E-35828	20191108	43.8	5.4			50		Not Cataloged
ISS061-E-35829	20191108	43.9	5.5			50		Not Cataloged
ISS061-E-35830	20191108	43.9	5.5			50		Not Cataloged
ISS061-E-35831	20191108	43.9	5.5			50		Not Cataloged
ISS061-E-35832	20191108	43.9	5.5			50		Not Cataloged
ISS061-E-35833	20191108	43.9	5.6			50		Not Cataloged
ISS061-E-35834	20191108	43.9	5.6			50		Not Cataloged
ISS061-E-35835	20191108	44.0	5.7			50		Not Cataloged
ISS061-E-35836	20191108	44.0	5.7			50		Not Cataloged
ISS061-E-35837	20191108	44.0	5.8			50		Not Cataloged
ISS061-E-35838	20191108	44.0	5.8			50		Not Cataloged
ISS061-E-35839	20191108	44.0	5.8			50		Not Cataloged
ISS061-E-35840	20191108	44.0	5.8			50		Not Cataloged
ISS061-E-35841	20191108	44.1	5.9			50		Not Cataloged
ISS061-E-35842	20191108	44.1	5.9			50		Not Cataloged
ISS061-E-35843	20191108	44.1	6.0			50		Not Cataloged
ISS061-E-35844	20191108	44.1	6.0			50		Not Cataloged
ISS061-E-35845	20191108	44.1	6.1			50		Not Cataloged
ISS061-E-35846	20191108	44.1	6.1			50		Not Cataloged
ISS061-E-35847	20191108	44.2	6.1			50		Not Cataloged
ISS061-E-35848	20191108	44.2	6.1			50		Not Cataloged
ISS061-E-35849	20191108	44.2	6.2			50		Not Cataloged
ISS061-E-35850	20191108	44.2	6.2			50		Not Cataloged
ISS061-E-35851	20191108	44.2	6.3			50		Not Cataloged
ISS061-E-35852	20191108	44.2	6.3			50		Not Cataloged
ISS061-E-35853	20191108	44.3	6.3			50		Not Cataloged
ISS061-E-35854	20191108	44.3	6.3			50		Not Cataloged
ISS061-E-35855	20191108	44.3	6.4			50		Not Cataloged
ISS061-E-35856	20191108	44.3	6.4			50		Not Cataloged
ISS061-E-35857	20191108	44.3	6.5			50		Not Cataloged
ISS061-E-35858	20191108	44.3	6.5			50		Not Cataloged
ISS061-E-35859	20191108	44.4	6.6			50		Not Cataloged
ISS061-E-35860	20191108	44.4	6.6			50		Not Cataloged
ISS061-E-35861	20191108	44.4	6.6			50		Not Cataloged
ISS061-E-35862	20191108	44.4	6.6			50		Not Cataloged
ISS061-E-35863	20191108	44.4	6.7			50		Not Cataloged
ISS061-E-35864	20191108	44.4	6.7			50		Not Cataloged
ISS061-E-35865	20191108	44.4	6.8			50		Not Cataloged
ISS061-E-35866	20191108	44.4	6.8			50		Not Cataloged
ISS061-E-35867	20191108	44.5	6.9			50		Not Cataloged
ISS061-E-35868	20191108	44.5	6.9			50		Not Cataloged
ISS061-E-35869	20191108	44.5	6.9			50		Not Cataloged
ISS061-E-35870	20191108	44.5	6.9			50		Not Cataloged
ISS061-E-35871	20191108	44.5	7.0			50		Not Cataloged
ISS061-E-35872	20191108	44.5	7.0			50		Not Cataloged
ISS061-E-35873	20191108	44.6	7.1			50		Not Cataloged
ISS061-E-35874	20191108	44.6	7.1			50		Not Cataloged
ISS061-E-35875	20191108	44.6	7.2			50		Not Cataloged
ISS061-E-35876	20191108	44.6	7.2			50		Not Cataloged
ISS061-E-35877	20191108	44.6	7.2			50		Not Cataloged
ISS061-E-35878	20191108	44.6	7.2			50		Not Cataloged
ISS061-E-35879	20191108	44.7	7.3			50		Not Cataloged
ISS061-E-35880	20191108	44.7	7.3			50		Not Cataloged
ISS061-E-35881	20191108	44.7	7.4			50		Not Cataloged
ISS061-E-35882	20191108	44.7	7.4			50		Not Cataloged
ISS061-E-35883	20191108	44.7	7.5			50		Not Cataloged
ISS061-E-35884	20191108	44.7	7.5			50		Not Cataloged
ISS061-E-35885	20191108	44.8	7.5			50		Not Cataloged
ISS061-E-35886	20191108	44.8	7.5			50		Not Cataloged
ISS061-E-35887	20191108	44.8	7.6			50		Not Cataloged
ISS061-E-35888	20191108	44.8	7.6			50		Not Cataloged
ISS061-E-35889	20191108	44.8	7.7			50		Not Cataloged
ISS061-E-35890	20191108	44.8	7.7			50		Not Cataloged
ISS061-E-35891	20191108	44.9	7.8			50		Not Cataloged
ISS061-E-35892	20191108	44.9	7.8			50		Not Cataloged
ISS061-E-35893	20191108	44.9	7.8			50		Not Cataloged
ISS061-E-35894	20191108	44.9	7.8			50		Not Cataloged
ISS061-E-35895	20191108	44.9	7.9			50		Not Cataloged
ISS061-E-35896	20191108	44.9	7.9			50		Not Cataloged
ISS061-E-35897	20191108	45.0	8.0			50		Not Cataloged
ISS061-E-35898	20191108	45.0	8.0			50		Not Cataloged
ISS061-E-35899	20191108	45.0	8.1			50		Not Cataloged
ISS061-E-35900	20191108	45.0	8.1			50		Not Cataloged
ISS061-E-35901	20191108	45.0	8.1			50		Not Cataloged
ISS061-E-35902	20191108	45.0	8.1			50		Not Cataloged
ISS061-E-35903	20191108	45.1	8.2			50		Not Cataloged
ISS061-E-35904	20191108	45.1	8.2			50		Not Cataloged
ISS061-E-35905	20191108	45.1	8.3			50		Not Cataloged
ISS061-E-35906	20191108	45.1	8.3			50		Not Cataloged
ISS061-E-35907	20191108	45.1	8.4			50		Not Cataloged
ISS061-E-35908	20191108	45.1	8.4			50		Not Cataloged
ISS061-E-35909	20191108	45.1	8.4			50		Not Cataloged
ISS061-E-35910	20191108	45.1	8.4			50		Not Cataloged
ISS061-E-35911	20191108	45.2	8.5			50		Not Cataloged
ISS061-E-35912	20191108	45.2	8.5			50		Not Cataloged
ISS061-E-35913	20191108	45.2	8.6			50		Not Cataloged
ISS061-E-35914	20191108	45.2	8.6			50		Not Cataloged
ISS061-E-35915	20191108	45.2	8.7			50		Not Cataloged
ISS061-E-35916	20191108	45.2	8.7			50		Not Cataloged
ISS061-E-35917	20191108	45.3	8.7			50		Not Cataloged
ISS061-E-35918	20191108	45.3	8.7			50		Not Cataloged
ISS061-E-35919	20191108	45.3	8.8			50		Not Cataloged
ISS061-E-35920	20191108	45.3	8.8			50		Not Cataloged
ISS061-E-35921	20191108	45.3	8.9			50		Not Cataloged
ISS061-E-35922	20191108	45.3	8.9			50		Not Cataloged
ISS061-E-35923	20191108	45.4	9.0			50		Not Cataloged
ISS061-E-35924	20191108	45.4	9.0			50		Not Cataloged
ISS061-E-35925	20191108	45.4	9.0			50		Not Cataloged
ISS061-E-35926	20191108	45.4	9.0			50		Not Cataloged
ISS061-E-35927	20191108	45.4	9.1			50		Not Cataloged
ISS061-E-35928	20191108	45.4	9.1			50		Not Cataloged
ISS061-E-35929	20191108	45.5	9.2			50		Not Cataloged
ISS061-E-35930	20191108	45.5	9.2			50		Not Cataloged
ISS061-E-35931	20191108	45.5	9.3			50		Not Cataloged
ISS061-E-35932	20191108	45.5	9.3			50		Not Cataloged
ISS061-E-35933	20191108	45.5	9.4			50		Not Cataloged
ISS061-E-35934	20191108	45.5	9.4			50		Not Cataloged
ISS061-E-35935	20191108	45.5	9.4			50		Not Cataloged
ISS061-E-35936	20191108	45.5	9.4			50		Not Cataloged
ISS061-E-35937	20191108	45.6	9.5			50		Not Cataloged
ISS061-E-35938	20191108	45.6	9.5			50		Not Cataloged
ISS061-E-35939	20191108	45.6	9.6			50		Not Cataloged
ISS061-E-35940	20191108	45.6	9.6			50		Not Cataloged
ISS061-E-35941	20191108	45.6	9.7			50		Not Cataloged
ISS061-E-35942	20191108	45.6	9.7			50		Not Cataloged
ISS061-E-35943	20191108	45.7	9.7			50		Not Cataloged
ISS061-E-35944	20191108	45.7	9.7			50		Not Cataloged
ISS061-E-35945	20191108	45.7	9.8			50		Not Cataloged
ISS061-E-35946	20191108	45.7	9.8			50		Not Cataloged
ISS061-E-35947	20191108	45.7	9.9			50		Not Cataloged
ISS061-E-35948	20191108	45.7	9.9			50		Not Cataloged
ISS061-E-35949	20191108	45.8	10.0			50		Not Cataloged
ISS061-E-35950	20191108	45.8	10.0			50		Not Cataloged
ISS061-E-35951	20191108	45.8	10.0			50		Not Cataloged
ISS061-E-35952	20191108	45.8	10.0			50		Not Cataloged
ISS061-E-35953	20191108	45.8	10.1			50		Not Cataloged
ISS061-E-35954	20191108	45.8	10.1			50		Not Cataloged
ISS061-E-35955	20191108	45.8	10.2			50		Not Cataloged
ISS061-E-35956	20191108	45.8	10.2			50		Not Cataloged
ISS061-E-35957	20191108	45.9	10.3			50		Not Cataloged
ISS061-E-35958	20191108	45.9	10.3			50		Not Cataloged
ISS061-E-35959	20191108	45.9	10.4			50		Not Cataloged
ISS061-E-35960	20191108	45.9	10.4			50		Not Cataloged
ISS061-E-35961	20191108	45.9	10.4			50		Not Cataloged
ISS061-E-35962	20191108	45.9	10.4			50		Not Cataloged
ISS061-E-35963	20191108	46.0	10.5			50		Not Cataloged
ISS061-E-35964	20191108	46.0	10.5			50		Not Cataloged
ISS061-E-35965	20191108	46.0	10.6			50		Not Cataloged
ISS061-E-35966	20191108	46.0	10.6			50		Not Cataloged
ISS061-E-35967	20191108	46.0	10.7			50		Not Cataloged
ISS061-E-35968	20191108	46.0	10.7			50		Not Cataloged
ISS061-E-35969	20191108	46.1	10.8			50		Not Cataloged
ISS061-E-35970	20191108	46.1	10.8			50		Not Cataloged
ISS061-E-35971	20191108	46.1	10.8			50		Not Cataloged
ISS061-E-35972	20191108	46.1	10.8			50		Not Cataloged
ISS061-E-35973	20191108	46.1	10.9			50		Not Cataloged
ISS061-E-35974	20191108	46.1	10.9			50		Not Cataloged
ISS061-E-35975	20191108	46.1	11.0			50		Not Cataloged
ISS061-E-35976	20191108	46.1	11.0			50		Not Cataloged
ISS061-E-35977	20191108	46.2	11.1			50		Not Cataloged
ISS061-E-35978	20191108	46.2	11.1			50		Not Cataloged
ISS061-E-35979	20191108	46.2	11.1			50		Not Cataloged
ISS061-E-35980	20191108	46.2	11.1			50		Not Cataloged
ISS061-E-35981	20191108	46.2	11.2			50		Not Cataloged
ISS061-E-35982	20191108	46.2	11.2			50		Not Cataloged
ISS061-E-35983	20191108	46.3	11.3			50		Not Cataloged
ISS061-E-35984	20191108	46.3	11.3			50		Not Cataloged
ISS061-E-35985	20191108	46.3	11.4			50		Not Cataloged
ISS061-E-35986	20191108	46.3	11.4			50		Not Cataloged
ISS061-E-35987	20191108	46.3	11.5			50		Not Cataloged
ISS061-E-35988	20191108	46.3	11.5			50		Not Cataloged
ISS061-E-35989	20191108	46.3	11.5			50		Not Cataloged
ISS061-E-35990	20191108	46.3	11.5			50		Not Cataloged
ISS061-E-35991	20191108	46.4	11.6			50		Not Cataloged
ISS061-E-35992	20191108	46.4	11.6			50		Not Cataloged
ISS061-E-35993	20191108	46.4	11.7			50		Not Cataloged
ISS061-E-35994	20191108	46.4	11.7			50		Not Cataloged
ISS061-E-35995	20191108	46.4	11.8			50		Not Cataloged
ISS061-E-35996	20191108	46.4	11.8			50		Not Cataloged
ISS061-E-35997	20191108	46.5	11.9			50		Not Cataloged
ISS061-E-35998	20191108	46.5	11.9			50		Not Cataloged
ISS061-E-35999	20191108	46.5	11.9			50		Not Cataloged
ISS061-E-36000	20191108	46.5	11.9			50		Not Cataloged
ISS061-E-36001	20191108	46.5	12.0			50		Not Cataloged
ISS061-E-36002	20191108	46.5	12.0			50		Not Cataloged
ISS061-E-36003	20191108	46.5	12.1			50		Not Cataloged
ISS061-E-36004	20191108	46.5	12.1			50		Not Cataloged
ISS061-E-36005	20191108	46.6	12.2			50		Not Cataloged
ISS061-E-36006	20191108	46.6	12.2			50		Not Cataloged
ISS061-E-36007	20191108	46.6	12.3			50		Not Cataloged
ISS061-E-36008	20191108	46.6	12.3			50		Not Cataloged
ISS061-E-36009	20191108	46.6	12.3			50		Not Cataloged
ISS061-E-36010	20191108	46.6	12.3			50		Not Cataloged
ISS061-E-36011	20191108	46.7	12.4			50		Not Cataloged
ISS061-E-36012	20191108	46.7	12.4			50		Not Cataloged
ISS061-E-36013	20191108	46.7	12.5			50		Not Cataloged
ISS061-E-36014	20191108	46.7	12.5			50		Not Cataloged
ISS061-E-36015	20191108	46.7	12.6			50		Not Cataloged
ISS061-E-36016	20191108	46.7	12.6			50		Not Cataloged
ISS061-E-36017	20191108	46.7	12.7			50		Not Cataloged
ISS061-E-36018	20191108	46.7	12.7			50		Not Cataloged
ISS061-E-36019	20191108	46.8	12.7			50		Not Cataloged
ISS061-E-36020	20191108	46.8	12.7			50		Not Cataloged
ISS061-E-36021	20191108	46.8	12.8			50		Not Cataloged
ISS061-E-36022	20191108	46.8	12.8			50		Not Cataloged
ISS061-E-36023	20191108	46.8	12.9			50		Not Cataloged
ISS061-E-36024	20191108	46.8	12.9			50		Not Cataloged
ISS061-E-36025	20191108	46.8	13.0			50		Not Cataloged
ISS061-E-36026	20191108	46.8	13.0			50		Not Cataloged
ISS061-E-36027	20191108	46.9	13.1			50		Not Cataloged
ISS061-E-36028	20191108	46.9	13.1			50		Not Cataloged
ISS061-E-36029	20191108	46.9	13.1			50		Not Cataloged
ISS061-E-36030	20191108	46.9	13.1			50		Not Cataloged
ISS061-E-36031	20191108	46.9	13.2			50		Not Cataloged
ISS061-E-36032	20191108	46.9	13.2			50		Not Cataloged
ISS061-E-36033	20191108	47.0	13.3			50		Not Cataloged
ISS061-E-36034	20191108	47.0	13.3			50		Not Cataloged
ISS061-E-36035	20191108	47.0	13.4			50		Not Cataloged
ISS061-E-36036	20191108	47.0	13.4			50		Not Cataloged
ISS061-E-36037	20191108	47.0	13.5			50		Not Cataloged
ISS061-E-36038	20191108	47.0	13.5			50		Not Cataloged
ISS061-E-36039	20191108	47.0	13.6			50		Not Cataloged
ISS061-E-36040	20191108	47.0	13.6			50		Not Cataloged
ISS061-E-36041	20191108	47.1	13.6			50		Not Cataloged
ISS061-E-36042	20191108	47.1	13.6			50		Not Cataloged
ISS061-E-36043	20191108	47.1	13.7			50		Not Cataloged
ISS061-E-36044	20191108	47.1	13.7			50		Not Cataloged
ISS061-E-36045	20191108	47.1	13.8			50		Not Cataloged
ISS061-E-36046	20191108	47.1	13.8			50		Not Cataloged
ISS061-E-36047	20191108	47.1	13.9			50		Not Cataloged
ISS061-E-36048	20191108	47.1	13.9			50		Not Cataloged
ISS061-E-36049	20191108	47.2	14.0			50		Not Cataloged
ISS061-E-36050	20191108	47.2	14.0			50		Not Cataloged
ISS061-E-36051	20191108	47.2	14.0			50		Not Cataloged
ISS061-E-36052	20191108	47.2	14.0			50		Not Cataloged
ISS061-E-36053	20191108	47.2	14.1			50		Not Cataloged
ISS061-E-36054	20191108	47.2	14.1			50		Not Cataloged
ISS061-E-36055	20191108	47.3	14.2			50		Not Cataloged
ISS061-E-36056	20191108	47.3	14.2			50		Not Cataloged
ISS061-E-36057	20191108	47.3	14.3			50		Not Cataloged
ISS061-E-36058	20191108	47.3	14.3			50		Not Cataloged
ISS061-E-36059	20191108	47.3	14.4			50		Not Cataloged
