nasa_id,lat,lon,elev,fclt,distance_deg
ISS052-E-25246,38.9,17.9,-33.0,50.0,16.138938071165143
ISS052-E-25247,38.9,17.9,-33.0,50.0,16.138938071165143
ISS052-E-25248,38.8,18.0,-33.0,50.0,16.234053524261263
ISS052-E-25249,38.8,18.1,-33.0,50.0,16.31058185903117
ISS052-E-25250,38.7,18.1,-34.0,50.0,16.329785326592432
ISS052-E-25251,38.7,18.2,-34.0,50.0,16.40633027384076
ISS052-E-25252,38.7,18.2,-34.0,50.0,16.40633027384076
ISS052-E-25253,38.6,18.3,-34.0,50.0,16.502683062717832
ISS052-E-25254,38.6,18.4,-34.0,50.0,16.579239834411634
ISS052-E-25255,38.6,18.4,-34.0,50.0,16.579239834411634
ISS052-E-25256,38.5,18.5,-34.0,50.0,16.676200049275643
ISS052-E-25257,38.5,18.6,-34.0,50.0,16.75276707689679
ISS052-E-25258,38.4,18.6,-34.0,50.0,16.773743696673552
ISS052-E-25259,38.4,18.7,-34.0,50.0,16.850321580764135
ISS052-E-25260,38.4,18.7,-34.0,50.0,16.850321580764135
ISS052-E-25261,38.3,18.8,-34.0,50.0,16.948448412132006
ISS052-E-25262,38.3,18.9,-34.0,50.0,17.025033466549587
ISS052-E-25263,38.2,18.9,-34.0,50.0,17.047138644754806
ISS052-E-25264,38.2,19.0,-34.0,50.0,17.123731055831463
ISS052-E-25265,38.2,19.0,-34.0,50.0,17.123731055831463
ISS052-E-25266,38.1,19.1,-34.0,50.0,17.22298145763818
ISS052-E-25267,38.1,19.2,-34.0,50.0,17.29957831471763
ISS052-E-25268,38.0,19.2,-34.0,50.0,17.32277610137859
ISS052-E-25269,38.0,19.3,-34.0,50.0,17.399377130785563
ISS052-E-25270,38.0,19.3,-34.0,50.0,17.399377130785563
ISS052-E-25271,37.9,19.4,-34.0,50.0,17.49971009206621
ISS052-E-25272,37.9,19.5,-35.0,50.0,17.576313171400955
ISS052-E-25273,37.8,19.5,-35.0,50.0,17.60056897021555
ISS052-E-25274,37.8,19.6,-35.0,50.0,17.677173328447424
ISS052-E-25275,37.7,19.6,-35.0,50.0,17.70194567302416
ISS052-E-25276,37.7,19.7,-35.0,50.0,17.778549774072545
ISS052-E-25277,37.7,19.8,-35.0,50.0,17.855154084104292
ISS052-E-25278,37.6,19.8,-35.0,50.0,17.88043460885068
ISS052-E-25279,37.6,19.9,-35.0,50.0,17.95703757241726
ISS052-E-25280,37.5,19.9,-35.0,50.0,17.982820064853783
ISS052-E-25281,37.5,20.0,-35.0,50.0,18.059420267230514
ISS052-E-25282,37.5,20.1,-35.0,50.0,18.1360213546484
ISS052-E-25283,37.4,20.1,-35.0,50.0,18.162294584872797
ISS052-E-25284,37.4,20.2,-35.0,50.0,18.23889194734781
ISS052-E-25285,37.3,20.2,-35.0,50.0,18.265653068524287
ISS052-E-25286,37.3,20.3,-35.0,50.0,18.34224540389943
